NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
HP_HYPOGLYCORRHACHIA	6		Rejected!	
HP_MYELOFIBROSIS	11		Rejected!	
HP_ACHOLIC_STOOLS	5		Rejected!	
HP_ABNORMALITY_OF_NEUTROPHIL_PHYSIOLOGY	9		Rejected!	
HP_ABNORMAL_NEUTROPHIL_COUNT	154	146		
HP_ABNORMALITY_OF_NEUTROPHIL_MORPHOLOGY	9		Rejected!	
HP_IMPAIRED_NEUTROPHIL_BACTERICIDAL_ACTIVITY	7		Rejected!	
HP_POSTPRANDIAL_HYPERGLYCEMIA	8		Rejected!	
HP_PARANOIA	14		Rejected!	
HP_LENS_LUXATION	5		Rejected!	
HP_RIGHT_AORTIC_ARCH	14		Rejected!	
HP_HEPATOCELLULAR_ADENOMA	16	16		
HP_ABNORMAL_URINE_HORMONE_LEVEL	8		Rejected!	
HP_LIPOMA	22	21		
HP_CORNEAL_STROMAL_EDEMA	5		Rejected!	
HP_DECREASED_FERTILITY_IN_MALES	78	76		
HP_PENDULAR_NYSTAGMUS	28	27		
HP_RETINAL_FLECKS	8		Rejected!	
HP_HEMERALOPIA	7		Rejected!	
HP_OROMANDIBULAR_DYSTONIA	10		Rejected!	
HP_LARYNGEAL_DYSTONIA	10		Rejected!	
HP_LOW_SERUM_CALCITRIOL	5		Rejected!	
HP_CUTANEOUS_MELANOMA	13		Rejected!	
HP_BONE_CYST	26	24		
HP_ABNORMAL_CIRCULATING_ACETYLCARNITINE_CONCENTRATION	6		Rejected!	
HP_PERSONALITY_DISORDER	14		Rejected!	
HP_ABNORMALITY_OF_SKELETAL_MUSCLE_FIBER_SIZE	59	56		
HP_ABNORMAL_PANCREAS_MORPHOLOGY	83	81		
HP_ABNORMALITY_OF_PANCREAS_PHYSIOLOGY	142	119		
HP_ABNORMALITY_OF_EXOCRINE_PANCREAS_PHYSIOLOGY	46	45		
HP_ABNORMALITY_OF_ENDOCRINE_PANCREAS_PHYSIOLOGY	30	28		
HP_ABNORMAL_PANCREAS_SIZE	28	27		
HP_ABNORMAL_CIRCULATING_CREATININE_LEVEL	30	29		
HP_ABNORMALITY_OF_THE_MITOCHONDRION	159	133		
HP_INCREASED_FIBULAR_DIAMETER	5		Rejected!	
HP_OPEN_ANGLE_GLAUCOMA	6		Rejected!	
HP_HYPOPLASIA_OF_THE_PONS	37	35		
HP_ABNORMALITY_OF_CIRCULATING_GLUCOCORTICOID_LEVEL	46	46		
HP_HEPATITIS	80	78		
HP_ABNORMAL_ALBUMIN_LEVEL	61	60		
HP_METHYLMALONIC_ACIDURIA	15		Rejected!	
HP_ANTERIOR_UVEITIS	15		Rejected!	
HP_POSTERIOR_UVEITIS	5		Rejected!	
HP_STOMACH_CANCER	24	24		
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS	17	16		
HP_ERYTHROID_HYPERPLASIA	10		Rejected!	
HP_ERYTHROID_HYPOPLASIA	7		Rejected!	
HP_ABNORMAL_GRANULOCYTOPOIETIC_CELL_MORPHOLOGY	6		Rejected!	
HP_ABNORMAL_MEGAKARYOCYTE_MORPHOLOGY	17	17		
HP_ABNORMAL_MONOCYTE_MORPHOLOGY	10		Rejected!	
HP_ABNORMALITY_OF_VON_WILLEBRAND_FACTOR	8		Rejected!	
HP_HYPOTRIGLYCERIDEMIA	5		Rejected!	
HP_HEMOPHAGOCYTOSIS	9		Rejected!	
HP_SUBCORTICAL_CEREBRAL_ATROPHY	25	24		
HP_OLIGODACTYLY	31	30		
HP_STEREOTYPICAL_HAND_WRINGING	8		Rejected!	
HP_GLIOBLASTOMA_MULTIFORME	19	19		
HP_ABNORMAL_NATURAL_KILLER_CELL_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_NATURAL_KILLER_CELL_PHYSIOLOGY	5		Rejected!	
HP_ENTRAPMENT_NEUROPATHY	7		Rejected!	
HP_HODGKIN_LYMPHOMA	13		Rejected!	
HP_T_CELL_LYMPHOMA	10		Rejected!	
HP_B_CELL_LYMPHOMA	14		Rejected!	
HP_INSULINOMA	5		Rejected!	
HP_ABNORMALITY_OF_PROTHROMBIN	33	30		
HP_ONYCHOMYCOSIS	16	16		
HP_ABNORMAL_SPERM_MOTILITY	63	58		
HP_IMMOTILE_SPERM	6		Rejected!	
HP_JUVENILE_MYELOMONOCYTIC_LEUKEMIA	6		Rejected!	
HP_ABNORMAL_RENAL_MORPHOLOGY	861		Rejected!	
HP_ABNORMAL_RENAL_PHYSIOLOGY	614		Rejected!	
HP_ABNORMAL_GLOMERULAR_FILTRATION_RATE	16	16		
HP_ERYTHEMA_NODOSUM	5		Rejected!	
HP_ARACHNOID_HEMANGIOMATOSIS	16	16		
HP_URETHRAL_STRICTURE	10		Rejected!	
HP_CSF_PLEOCYTOSIS	13		Rejected!	
HP_SHORTENED_QT_INTERVAL	7		Rejected!	
HP_INTRAMUSCULAR_HEMATOMA	7		Rejected!	
HP_INCREASED_INTRAMYOCELLULAR_LIPID_DROPLETS	26	23		
HP_ABNORMAL_REPRODUCTIVE_SYSTEM_MORPHOLOGY	1159		Rejected!	
HP_ABNORMAL_SEX_DETERMINATION	24	23		
HP_SEX_REVERSAL	14		Rejected!	
HP_OCULOMOTOR_NERVE_PALSY	26	25		
HP_PROLONGED_PR_INTERVAL	7		Rejected!	
HP_ABNORMAL_ST_SEGMENT	27	27		
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	1028		Rejected!	
HP_ABSENT_OUTER_DYNEIN_ARMS	10		Rejected!	
HP_ABSENT_INNER_DYNEIN_ARMS	6		Rejected!	
HP_ABNORMAL_RESPIRATORY_MOTILE_CILIUM_PHYSIOLOGY	47	43		
HP_CILIARY_DYSKINESIA	30	28		
HP_ABNORMAL_MUSCLE_GLYCOGEN_CONTENT	9		Rejected!	
HP_ABNORMAL_CIRCULATING_SERINE_CONCENTRATION	5		Rejected!	
HP_ABNORMAL_HYPOTHALAMUS_PHYSIOLOGY	35	35		
HP_ABNORMAL_HYPOTHALAMUS_MORPHOLOGY	15		Rejected!	
HP_NEOPLASM_OF_HEAD_AND_NECK	22	22		
HP_ABNORMAL_GENITAL_PIGMENTATION	5		Rejected!	
HP_TYPE_II_TRANSFERRIN_ISOFORM_PROFILE	7		Rejected!	
HP_HERPES_SIMPLEX_ENCEPHALITIS	5		Rejected!	
HP_ABNORMAL_AORTIC_ARCH_MORPHOLOGY	40	35		
HP_ABNORMAL_RIB_OSSIFICATION	7		Rejected!	
HP_MONOCYTOSIS	8		Rejected!	
HP_FIBROUS_TISSUE_NEOPLASM	67	67		
HP_MYELOID_LEUKEMIA	18	17		
HP_PYELONEPHRITIS	10		Rejected!	
HP_ABNORMAL_AUTONOMIC_NERVOUS_SYSTEM_PHYSIOLOGY	101	98		
HP_EXTRAHEPATIC_CHOLESTASIS	13		Rejected!	
HP_ABNORMAL_HOMEOSTASIS	1286		Rejected!	
HP_ABNORMAL_ENERGY_EXPENDITURE	12		Rejected!	
HP_ABNORMAL_GLYCOSYLATION	37	36		
HP_ABNORMAL_PROTEIN_GLYCOSYLATION	31	30		
HP_ABNORMAL_PROTEIN_O_LINKED_GLYCOSYLATION	5		Rejected!	
HP_DECREASED_URINARY_POTASSIUM	6		Rejected!	
HP_FLAT_FACE	86	85		
HP_HEMIANOPIA	48	31		
HP_FATIGUE	345	331		
HP_ABNORMAL_ENZYME_COENZYME_ACTIVITY	205	190		
HP_RHINITIS	74	69		
HP_BRONCHITIS	83	76		
HP_ALLERGY	24	23		
HP_AORTIC_ATHEROSCLEROTIC_LESION	9		Rejected!	
HP_PERIPHERAL_EDEMA	8		Rejected!	
HP_ABNORMAL_ALDOLASE_LEVEL	19	16		
HP_PREMATURE_PUBARCHE	7		Rejected!	
HP_ABNORMAL_BLOOD_GAS_LEVEL	16	16		
HP_OPTIC_DISC_DRUSEN	5		Rejected!	
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRAL_WHITE_MATTER	22		Rejected!	
HP_CEREBRAL_WHITE_MATTER_HYPOPLASIA	8		Rejected!	
HP_CHRONIC_FATIGUE	15	15		
HP_ABNORMAL_SOCIAL_BEHAVIOR	152	142		
HP_ABNORMAL_BILIARY_TRACT_MORPHOLOGY	64	64		
HP_BRAIN_ATROPHY	613		Rejected!	
HP_ABNORMAL_MYELINATION	456	414		
HP_DELAYED_MYELINATION	154	149		
HP_CHRONIC_CONSTIPATION	34	33		
HP_RESTLESS_LEGS	14		Rejected!	
HP_INFANTILE_SPASMS	59	46		
HP_THICK_VERMILION_BORDER	234	230		
HP_ECLABION	120	119		
HP_TONGUE_ATROPHY	10		Rejected!	
HP_DECREASED_CIRCULATING_LEVEL_OF_SPECIFIC_ANTIBODY	8		Rejected!	
HP_ABNORMALITY_OF_CEREBRAL_VEINS	6		Rejected!	
HP_PANNICULITIS	21	19		
HP_ABNORMALITY_OF_THE_PITUITARY_GLAND	271	261		
HP_ABNORMAL_SIZE_OF_PITUITARY_GLAND	21	21		
HP_SMALL_PITUITARY_GLAND	6		Rejected!	
HP_METAMORPHOPSIA	10		Rejected!	
HP_TEMPORAL_OPTIC_DISC_PALLOR	5		Rejected!	
HP_LOWER_LIMB_PAIN	9		Rejected!	
HP_HIP_FLEXOR_WEAKNESS	15	15		
HP_ABNORMAL_CIRCLE_OF_WILLIS_MORPHOLOGY	5		Rejected!	
HP_PERIVASCULAR_SPACES	5		Rejected!	
HP_PAIN	604		Rejected!	
HP_DYSESTHESIA	16	16		
HP_FOOD_INTOLERANCE	6		Rejected!	
HP_NON_HODGKIN_LYMPHOMA	25	25		
HP_CEPHALOHEMATOMA	8		Rejected!	
HP_ABNORMAL_INVOLUNTARY_EYE_MOVEMENTS	908		Rejected!	
HP_FATTY_REPLACEMENT_OF_SKELETAL_MUSCLE	17	16		
HP_ABSENT_THUMBNAIL	17	16		
HP_DELAYED_MENARCHE	5		Rejected!	
HP_ABNORMAL_NEPHRON_MORPHOLOGY	216	184		
HP_MINIMAL_CHANGE_GLOMERULONEPHRITIS	5		Rejected!	
HP_MACROSCOPIC_HEMATURIA	8		Rejected!	
HP_STEROID_RESISTANT_NEPHROTIC_SYNDROME	6		Rejected!	
HP_ABNORMAL_URINARY_ELECTROLYTE_CONCENTRATION	102	99		
HP_ALBUMINURIA	13		Rejected!	
HP_MODERATE_ALBUMINURIA	7		Rejected!	
HP_ABNORMAL_URINE_POTASSIUM_CONCENTRATION	13		Rejected!	
HP_ABNORMAL_URINE_PHOSPHATE_CONCENTRATION	37	35		
HP_ABNORMAL_URINE_SODIUM_CONCENTRATION	14		Rejected!	
HP_ABNORMAL_URINE_MAGNESIUM_CONCENTRATION	10		Rejected!	
HP_HYPERMAGNESIURIA	6		Rejected!	
HP_ABNORMAL_URINE_CYTOLOGY	135	131		
HP_CHRONIC_KIDNEY_DISEASE	102	99		
HP_ABNORMAL_INTRAOCULAR_PRESSURE	27	26		
HP_ABNORMAL_INFLAMMATORY_RESPONSE	853		Rejected!	
HP_ABNORMAL_BRAIN_POSITRON_EMISSION_TOMOGRAPHY	29	29		
HP_REDUCED_EJECTION_FRACTION	10		Rejected!	
HP_IRON_ACCUMULATION_IN_BRAIN	5		Rejected!	
HP_ABNORMALITY_OF_THE_PINEAL_GLAND	6		Rejected!	
HP_ABNORMAL_THALAMIC_SIZE	7		Rejected!	
HP_ABNORMAL_THALAMIC_MRI_SIGNAL_INTENSITY	15		Rejected!	
HP_SMALL_BASAL_GANGLIA	11		Rejected!	
HP_ABNORMAL_LARGE_INTESTINE_PHYSIOLOGY	47	45		
HP_ABNORMAL_SUBARACHNOID_SPACE_MORPHOLOGY	82	68		
HP_WIDENED_SUBARACHNOID_SPACE	49	36		
HP_ABNORMAL_METABOLIC_BRAIN_IMAGING_BY_MRS	32	17		
HP_REDUCED_BRAIN_N_ACETYL_ASPARTATE_LEVEL_BY_MRS	5		Rejected!	
HP_MILD_HEARING_IMPAIRMENT	37	37		
HP_SEVERE_HEARING_IMPAIRMENT	9		Rejected!	
HP_PROFOUND_HEARING_IMPAIRMENT	9		Rejected!	
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	803		Rejected!	
HP_VENOUS_MALFORMATION	9		Rejected!	
HP_HEART_BLOCK	91	84		
HP_CUTANEOUS_SYNDACTYLY	48	45		
HP_THORACIC_AORTIC_ANEURYSM	73	71		
HP_ECTOPIC_ANTERIOR_PITUITARY_GLAND	8		Rejected!	
HP_ANORECTAL_ANOMALY	247	241		
HP_MACULE	103	98		
HP_KETOTIC_HYPOGLYCEMIA	8		Rejected!	
HP_COUGH	129	114		
HP_PROFOUND_GLOBAL_DEVELOPMENTAL_DELAY	39	38		
HP_PAPILLOMA	45	43		
HP_UNILATERAL_CRYPTORCHIDISM	6		Rejected!	
HP_ABDOMINAL_OBESITY	19	15		
HP_SHORT_PALPEBRAL_FISSURE	85	85		
HP_ABNORMAL_BRAINSTEM_MRI_SIGNAL_INTENSITY	39	35		
HP_FOCAL_T2_HYPERINTENSE_BRAINSTEM_LESION	32	28		
HP_ABNORMAL_BASAL_GANGLIA_MRI_SIGNAL_INTENSITY	50	38		
HP_ABNORMAL_NEURON_MORPHOLOGY	73	70		
HP_CEREBRAL_WHITE_MATTER_ATROPHY	30	30		
HP_ORTHOPNEA	18	18		
HP_ABNORMAL_PLACENTAL_SIZE	7		Rejected!	
HP_NEONATAL_ASPHYXIA	7		Rejected!	
HP_ABNORMAL_CILIARY_BODY_MORPHOLOGY	6		Rejected!	
HP_NEOPLASM_OF_THE_EAR	8		Rejected!	
HP_FLEXION_CONTRACTURE_OF_FINGER	190	184		
HP_ABNORMALITY_OF_THE_OPTIC_DISC	608		Rejected!	
HP_NARROW_JAW	11		Rejected!	
HP_BROAD_JAW	6		Rejected!	
HP_CORNEAL_ULCERATION	9		Rejected!	
HP_ABNORMAL_NASAL_BASE	12		Rejected!	
HP_WIDE_NASAL_BASE	10		Rejected!	
HP_WIDE_NASAL_RIDGE	7		Rejected!	
HP_HYPOPLASTIC_FEMALE_EXTERNAL_GENITALIA	56	51		
HP_NONCOMPACTION_CARDIOMYOPATHY	9		Rejected!	
HP_RETINAL_VASCULAR_TORTUOSITY	42	28		
HP_SKIN_APPENDAGE_NEOPLASM	11		Rejected!	
HP_OVOTESTIS	6		Rejected!	
HP_ABNORMAL_GERM_CELL_MORPHOLOGY	23	21		
HP_SPERM_HEAD_ANOMALY	11		Rejected!	
HP_SPERM_TAIL_ANOMALY	11		Rejected!	
HP_ABNORMAL_VAS_DEFERENS_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_MALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	250	236		
HP_ABNORMALITY_OF_THE_LABIA_MINORA	34	30		
HP_ABNORMALITY_OF_THE_LABIA_MAJORA	41	41		
HP_ABNORMALITY_OF_THE_UTERINE_CERVIX	6		Rejected!	
HP_ABNORMAL_MOTOR_EVOKED_POTENTIALS	5		Rejected!	
HP_HANDGRIP_MYOTONIA	5		Rejected!	
HP_EURYBLEPHARON	9		Rejected!	
HP_ESODEVIATION	131	122		
HP_EXODEVIATION	69	68		
HP_ABNORMAL_ERYTHROCYTE_PHYSIOLOGY	12		Rejected!	
HP_HYPOPIGMENTED_MACULE	11		Rejected!	
HP_ERYTHROCYTE_INCLUSION_BODIES	10		Rejected!	
HP_HEINZ_BODIES	6		Rejected!	
HP_ABNORMAL_URINE_PROTEIN_LEVEL	192	169		
HP_DISTAL_JOINT_LAXITY	6		Rejected!	
HP_ABNORMAL_SARCOMERE_MORPHOLOGY	5		Rejected!	
HP_MOTOR_SEIZURE	312	277		
HP_CLONIC_SEIZURE	30	29		
HP_ABNORMAL_VASCULAR_MORPHOLOGY	704		Rejected!	
HP_ABNORMALITY_OF_DIGESTIVE_SYSTEM_MORPHOLOGY	866		Rejected!	
HP_ABNORMAL_BRAIN_LACTATE_LEVEL_BY_MRS	20		Rejected!	
HP_ABNORMAL_BRAIN_N_ACETYL_ASPARTATE_LEVEL_BY_MRS	7		Rejected!	
HP_ABNORMALITY_OF_OLFACTORY_LOBE_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME	23	22		
HP_DECREASED_MEAN_CORPUSCULAR_VOLUME	9		Rejected!	
HP_INCOMITANT_STRABISMUS	14		Rejected!	
HP_FOLLICULITIS	6		Rejected!	
HP_BLOODY_DIARRHEA	26	26		
HP_EPIDERMAL_ACANTHOSIS	38	38		
HP_DYSGENESIS_OF_THE_HIPPOCAMPUS	13		Rejected!	
HP_CAPILLARY_MALFORMATION	39	38		
HP_SOUND_SENSITIVITY	21	21		
HP_HYPERGRANULOSIS	16	15		
HP_FETAL_DISTRESS	38	34		
HP_FINGER_SWELLING	5		Rejected!	
HP_ABNORMAL_CIRCULATING_ESTROGEN_LEVEL	45	45		
HP_CONSTITUTIONAL_SYMPTOM	918		Rejected!	
HP_CHILLS	15	15		
HP_ABNORMALITY_OF_HEPATOBILIARY_SYSTEM_PHYSIOLOGY	202	178		
HP_ABNORMAL_TEMPER_TANTRUMS	7		Rejected!	
HP_LEFT_VENTRICULAR_SYSTOLIC_DYSFUNCTION	13		Rejected!	
HP_BILATERAL_TONIC_CLONIC_SEIZURE_WITH_GENERALIZED_ONSET	23	22		
HP_CUTANEOUS_CYST	17	17		
HP_DERMOID_CYST	6		Rejected!	
HP_SNORING	5		Rejected!	
HP_STUTTERING	17		Rejected!	
HP_ABNORMALITY_OF_ESOPHAGUS_PHYSIOLOGY	552		Rejected!	
HP_ABNORMALITY_OF_SKIN_ADNEXA_PHYSIOLOGY	200	193		
HP_MALAR_RASH	12		Rejected!	
HP_OVARIAN_CARCINOMA	14		Rejected!	
HP_ABNORMAL_ARTERIAL_PHYSIOLOGY	33	29		
HP_UPGAZE_PALSY	5		Rejected!	
HP_DELAYED_ABILITY_TO_SIT	8		Rejected!	
HP_RED_EYE	95	89		
HP_LUPUS_ANTICOAGULANT	5		Rejected!	
HP_ABNORMAL_CELLULAR_PHENOTYPE	480	438		
HP_PSYCHOMOTOR_RETARDATION	88	86		
HP_UVEAL_ECTROPION	6		Rejected!	
HP_INTERICTAL_EEG_ABNORMALITY	231	224		
HP_PULMONARY_INTERSTITIAL_HIGH_RESOLUTION_COMPUTED_TOMOGRAPHY_ABNORMALITY	18	16		
HP_STARING_GAZE	15	15		
HP_STOOPED_POSTURE	6		Rejected!	
HP_ABNORMAL_VISUAL_FIXATION	6		Rejected!	
HP_VISUAL_FIXATION_INSTABILITY	5		Rejected!	
HP_DIFFUSE_ALVEOLAR_HEMORRHAGE	13		Rejected!	
HP_ABNORMAL_LARYNX_MORPHOLOGY	104	99		
HP_ABNORMAL_LARYNX_PHYSIOLOGY	51	50		
HP_LARYNGOSPASM	43	42		
HP_ABNORMAL_BRONCHUS_MORPHOLOGY	135	126		
HP_ABNORMAL_BRONCHUS_PHYSIOLOGY	13		Rejected!	
HP_ABNORMAL_CRY	48	45		
HP_HIGH_PITCHED_CRY	6		Rejected!	
HP_INCREASED_LACTATE_DEHYDROGENASE_LEVEL	28	27		
HP_PHARYNGITIS	11		Rejected!	
HP_PYODERMA_GANGRENOSUM	5		Rejected!	
HP_ABNORMAL_CSF_METABOLITE_LEVEL	115	90		
HP_ABNORMAL_CSF_PROTEIN_LEVEL	45	30		
HP_ABNORMAL_CELL_MORPHOLOGY	12		Rejected!	
HP_ABNORMAL_CIRCULATING_BETA_GLOBULIN_LEVEL	5		Rejected!	
HP_ATRIAL_STANDSTILL	6		Rejected!	
HP_ABNORMALITY_OF_BLADDER_MORPHOLOGY	47	46		
HP_OVERWEIGHT	24	24		
HP_MORNING_GLORY_ANOMALY	5		Rejected!	
HP_HYPOPLASTIC_HIPPOCAMPUS	5		Rejected!	
HP_ABNORMAL_T_CELL_SUBSET_DISTRIBUTION	33	33		
HP_ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN_CONCENTRATION	19	17		
HP_DECREASED_MEAN_CORPUSCULAR_HEMOGLOBIN_CONCENTRATION	5		Rejected!	
HP_INCREASED_MEAN_CORPUSCULAR_HEMOGLOBIN_CONCENTRATION	14		Rejected!	
HP_ABNORMAL_MORPHOLOGY_OF_THE_CHOROIDAL_VASCULATURE	19	18		
HP_ABNORMAL_LEFT_ATRIUM_MORPHOLOGY	11		Rejected!	
HP_ABNORMAL_RIGHT_ATRIUM_MORPHOLOGY	6		Rejected!	
HP_ABSCESS	26	25		
HP_ABNORMAL_URETER_MORPHOLOGY	118	116		
HP_ABNORMAL_URETER_PHYSIOLOGY	156	147		
HP_SINGLE_FIBER_EMG_ABNORMALITY	5		Rejected!	
HP_ABNORMAL_FEMALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	288	277		
HP_FEMALE_SEXUAL_DYSFUNCTION	57	53		
HP_DYSPAREUNIA	37	34		
HP_ENCHONDROMA	15		Rejected!	
HP_HIP_SUBLUXATION	10		Rejected!	
HP_FLEXION_CONTRACTURE_OF_DIGIT	278	270		
HP_ABNORMALITY_OF_LATERAL_VENTRICLE	41	41		
HP_COLPOCEPHALY	16	16		
HP_TIP_TOE_GAIT	11		Rejected!	
HP_STIFF_SKIN	6		Rejected!	
HP_UNCOMBABLE_HAIR	5		Rejected!	
HP_AUTOIMMUNE_ANTIBODY_POSITIVITY	46	44		
HP_PRIMITIVE_NEUROECTODERMAL_TUMOR	44	44		
HP_BURKITT_LYMPHOMA	7		Rejected!	
HP_ABNORMAL_DRINKING_BEHAVIOR	42	41		
HP_CLINODACTYLY	432	417		
HP_INCREASED_SERUM_TESTOSTERONE_LEVEL	5		Rejected!	
HP_ABNORMAL_MUSCLE_FIBER_PROTEIN_EXPRESSION	25	23		
HP_ABNORMAL_MUSCLE_FIBER_ALPHA_DYSTROGLYCAN	10		Rejected!	
HP_ABNORMALITY_OF_THE_ENDOMETRIUM	25	25		
HP_PROLONGED_BLEEDING_FOLLOWING_CIRCUMCISION	9		Rejected!	
HP_ORAL_CAVITY_BLEEDING	20	20		
HP_ABNORMAL_BOWEL_SOUNDS	9		Rejected!	
HP_ABNORMAL_LIVER_PARENCHYMA_MORPHOLOGY	5		Rejected!	
HP_CHOLANGITIS	13		Rejected!	
HP_FLANK_PAIN	6		Rejected!	
HP_ABNORMAL_VASCULAR_PHYSIOLOGY	180	154		
HP_NIGHT_SWEATS	9		Rejected!	
HP_PERIPHERAL_HYPERMYELINATION	5		Rejected!	
HP_ABNORMALITY_OF_PERIPHERAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	115	110		
HP_ABNORMALITY_OF_CENTRAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	455	426		
HP_TETRAPLEGIA_TETRAPARESIS	62	58		
HP_KINETIC_TREMOR	75	69		
HP_TITUBATION	13		Rejected!	
HP_TREMOR_BY_ANATOMICAL_SITE	59	55		
HP_FATIGABLE_WEAKNESS_OF_BULBAR_MUSCLES	55	51		
HP_FATIGABLE_WEAKNESS_OF_SWALLOWING_MUSCLES	39	37		
HP_FATIGABLE_WEAKNESS_OF_RESPIRATORY_MUSCLES	60	59		
HP_FATIGABLE_WEAKNESS_OF_SKELETAL_MUSCLES	36	35		
HP_FATIGABLE_WEAKNESS_OF_DISTAL_LIMB_MUSCLES	8		Rejected!	
HP_FATIGUABLE_WEAKNESS_OF_PROXIMAL_LIMB_MUSCLES	13		Rejected!	
HP_RESPONSE_TO_DRUGS_ACTING_ON_NEUROMUSCULAR_TRANSMISSION	7		Rejected!	
HP_COLLECTIONISM	11		Rejected!	
HP_INAPPROPRIATE_CRYING	8		Rejected!	
HP_PERSEVERATION	17	17		
HP_ABNORMALITY_OF_MUSCLE_SIZE	586		Rejected!	
HP_HAND_MUSCLE_WEAKNESS	35	33		
HP_PORTAL_VEIN_THROMBOSIS	11		Rejected!	
HP_SPLANCHNIC_VEIN_THROMBOSIS	19	19		
HP_LARGE_INTESTINAL_POLYPOSIS	24	24		
HP_MICROPHALLUS	10		Rejected!	
HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL	5		Rejected!	
HP_LOWER_LIMB_METAPHYSEAL_IRREGULARITY	9		Rejected!	
HP_UPPER_EXTREMITY_JOINT_DISLOCATION	85	83		
HP_LOWER_EXTREMITY_JOINT_DISLOCATION	244	235		
HP_WEAKNESS_OF_FACIAL_MUSCULATURE	228	216		
HP_RETINAL_THINNING	11		Rejected!	
HP_ABNORMAL_CIRCULATING_GONADOTROPIN_LEVEL	76	76		
HP_DECREASED_CIRCULATING_GONADOTROPIN_LEVEL	16	16		
HP_DECREASED_CIRCULATING_LUTEINIZING_HORMONE_LEVEL	14		Rejected!	
HP_ABNORMAL_CIRCULATING_FOLLICLE_STIMULATING_HORMONE_LEVEL	42	42		
HP_ABNORMAL_CIRCULATING_ANDROGEN_LEVEL	67	67		
HP_INCREASED_CIRCULATING_ANDROGEN_LEVEL	7		Rejected!	
HP_ABNORMAL_SERUM_INSULIN_LIKE_GROWTH_FACTOR_1_LEVEL	12		Rejected!	
HP_DECREASED_SERUM_INSULIN_LIKE_GROWTH_FACTOR_1	9		Rejected!	
HP_ABNORMAL_SERUM_INTERFERON_LEVEL	9		Rejected!	
HP_ABNORMAL_PLATELET_AGGREGATION	26	25		
HP_GLUCAGONOMA	6		Rejected!	
HP_PANCREATIC_ENDOCRINE_TUMOR	9		Rejected!	
HP_PRIMARY_PERITONEAL_CARCINOMA	14		Rejected!	
HP_PULMONARY_CARCINOID_TUMOR	5		Rejected!	
HP_SOFT_TISSUE_SARCOMA	112	112		
HP_ABNORMAL_VISUAL_ELECTROPHYSIOLOGY	210	203		
HP_ABNORMAL_FULL_FIELD_ELECTRORETINOGRAM	39	36		
HP_EXUDATIVE_VITREORETINOPATHY	7		Rejected!	
HP_CHORIOCAPILLARIS_ATROPHY	5		Rejected!	
HP_ABNORMALITY_OF_FOVEAL_PIGMENTATION	7		Rejected!	
HP_MACULAR_THICKENING	23	20		
HP_YELLOW_WHITE_LESIONS_OF_THE_MACULA	12		Rejected!	
HP_RETINOSCHISIS	5		Rejected!	
HP_YELLOW_WHITE_LESIONS_OF_THE_RETINA	40	38		
HP_MODERATELY_REDUCED_VISUAL_ACUITY	6		Rejected!	
HP_HETERONYMOUS_HEMIANOPIA	16	16		
HP_VISUAL_ACUITY_TEST_ABNORMALITY	16	16		
HP_ABNORMAL_VISUAL_FIELD_TEST	15		Rejected!	
HP_ABNORMAL_POSTERIOR_SEGMENT_IMAGING	12		Rejected!	
HP_ABNORMAL_FUNDUS_AUTOFLUORESCENCE_IMAGING	7		Rejected!	
HP_ABNORMAL_OPTICAL_COHERENCE_TOMOGRAPHY	8		Rejected!	
HP_PERIFOVEAL_RING_OF_HYPERAUTOFLUORESCENCE	5		Rejected!	
HP_RETINAL_NEOVASCULARIZATION	5		Rejected!	
HP_ABNORMAL_MORPHOLOGY_OF_MYOCARDIAL_TRABECULAE	17	17		
HP_BRAIN_NEOPLASM	8		Rejected!	
HP_SACROCOCCYGEAL_TERATOMA	5		Rejected!	
HP_RENAL_FIBROSIS	14		Rejected!	
HP_ABNORMALITY_OF_THE_PROTEIN_C_ANTICOAGULANT_PATHWAY	5		Rejected!	
HP_ABNORMAL_SERUM_INTERLEUKIN_LEVEL	6		Rejected!	
HP_ANOMIA	7		Rejected!	
HP_PHOTOPSIA	6		Rejected!	
HP_ABNORMAL_JAW_MORPHOLOGY	849		Rejected!	
HP_ABNORMAL_C_PEPTIDE_LEVEL	17	17		
HP_SCAPHOCEPHALY	22	22		
HP_ABNORMAL_TONGUE_MORPHOLOGY	249	237		
HP_ABNORMAL_TONGUE_PHYSIOLOGY	36	32		
HP_GINGIVAL_RECESSION	5		Rejected!	
